Universidad de Origen:;Título:;Nº referencia de la solicitud:;Tipo:;Apellidos y Nombre/ Persona Jurídica:;Nombre/ Persona Jurídica-C2:;Nombre y apellidos-C2:;Solicitada:;Fecha solicitud:;Denegada:;Concedida:;Nº BOPI /Asiento registral/Registro VV:;¿Abandonada?;Códigos CIP:;Breve Descripción/Resumen:;Palabras Clave:;Clasificación: (Códigos UNESCO);País/es de prioridad:;Área Nacional;Área Europea;Área PCT;Otros (especificar);Posible aplicación industrial;Especificar el nº de referencia;Observaciones;Estudio previo (si/no);Plan de comecialización (si/no);Plan de negocio (si/no);S/N;Posible aplicación industrial:;Observaciones:
Valladolid;Nueva fuente de emisión electrónica constituida por nanoestructuras tubulares de Nitruro de Boro;ES19980002690 19981217 ;Patente;Albert Rubio Secades, Julio Alfonso Alonso Martín, Eduardo Hernández.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;17/12/1998;NO;SI;ES2153763;NO;"H01J1/30; H01J9/02; H01J1/30; H01J9/02; (IPC1-7): H01J1/30; H01J9/02";Caracterización de las estructuras geométricas óptimas de los nanotubos de nitruro de boro (BN) y el diseño de una fuente de emisión de electrones extremadamente ligera.;;;España;SI;NO;NO;;;;;NO;NO;NO;;SI;
Valladolid;Sistema automático de vigilancia y seguimiento bidimensional acústico;ES19980002458 19981116 ;Patente;Alberto Izquierdo Fuente.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;16/11/1998;NO;SI;ES2151852;NO;"G01S7/52; G01S15/42; G01S15/89; G01S7/52; G01S15/00; (IPC1-7): G01S15/42; G01S7/52; G01S15/89 ";El sistema permite detectar por procedimientos acústicos, la existencia de objetos en un espacio de vigilancia acotado, estimar su posición espacial dimensional y registrar sus trayectorias.;;;España;SI;NO;NO;;;;;NO;NO;NO;;SI;LICENCIADA a la empresa TECNOMARKETING.NET el 15/12/2009
Valladolid;Sistema integral para la depuración de las aguas residuales de laboratorios químicos por el método de formación de ferritas in-situ;ES19970002049 19970917 ;Patente;Enrique Barrado Esteban, Francisco Prieto Garcia.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;17/09/1997;NO;SI;ES2141022;NO;"C02F1/62; C02F1/62; (IPC1-7): C02F1/62";"Sistema integral para la depuración de aguas residuales de laboratorios químicos por el método de formación de ferritas ""in situ"", con eficiencias de purificación de metales pesados superiores al 99%.";;;España;SI;NO;NO;;;;;NO;NO;NO;;SI;
Valladolid;Nuevos complejos organometálicos dinucleares de Paladio (2) de alta quiralidad, con propiedades mejoradas, denominados: QuiraPal Im2 y aplicaciones;ES19970001817 19970801 ;Patente;Julio Buey González, Pablo Espinet Rubio, Ricardo Garcia Moreno, Javier Rodríguez Barrasa.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;01/08/1997;NO;SI;ES2144933 ;NO;"C07F15/00; C09K19/40; C09K19/58; C07F15/00; C09K19/40; C09K19/58; (IPC1-7): C07F15/00; C09K19/40; C09K19/58";Nuevos complejos obtenidos a partir de los resultados obtenidos en el campo de los metalomesógenos dinucleares que presentan mesofases nemáticas quirales, en los que se han mejorado las propiedades.;;;España;SI;NO;NO;;;;;NO;NO;NO;;SI;
Valladolid;SISTEMA AUTOMÁTICO PARA LA INGENIERÍA INVERSA EN ENTORNOS CAD Y LA EVALUACIÓN OBJETIVA DEL COLOR;ES19970000699 19970324 ;Patente;Juan Lopez Coronado, Jaime Gomez Garcia-Bermejo, Javier Delgado Urrechu, Francisco Javier Diaz Pernas.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;24/03/1997;NO;SI;ES2129357;NO;"G06T15/00; G06T15/00; (IPC1-7): G06T15/00 ";El sistema permite medir la información geométrica y cromática de piezas, construir una representación geométrica de las mismas, y cuantificar de forma objetiva su comportamiento cromático.;;;España;SI;NO;NO;;;;;NO;NO;NO;;SI;
Valladolid;Nuevos complejos organometálicos dinucleares de Paladio (2) de alta quiralidad, denominados: QuiraPal Im2 y aplicaciones;ES19960002436 19961105 ;Patente;Julio Buey González, Pablo Espinet Rubio.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;05/11/1996;NO;SI;ES2144911 ;NO;"C07F15/00; C09K19/40; C09K19/58; C07F15/00; C09K19/40; C09K19/58; (IPC1-7): C07F15/00; C09K19/40; C09K19/58";Nuevos complejos obtenidos a partir de los resultados obtenidos en el campo de los metalomesógenos dinucleares que presentan mesofases nemáticas quirales.;;;España;SI;NO;NO;;;;;NO;NO;NO;;SI;
Valladolid;Procedimiento para la preparación y aplicaciones de nuevas proteinas inactivadoras de ribosomas (RIBS) denominadas Beetin 27 y Beetin 29;ES19960002233 19961007;Patente;Tomás Girbés Juan, Carlos De Torre Minguela, Rosario Iglesias Alvarez, José Miguel Ferreras Rodríguez.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;07/10/1996;NO;SI;ES2124176 ;NO;"C07K14/415; C12N9/22; C07K14/415; C12N9/22; (IPC1-7): C12N9/22; C07K14/415";Procedimiento de obtención de dos proteínas inactivadoras de ribosomas denominadas beetins 27 y 29 de la planta Beta vulgaris a partir de un extracto obtenido del líquido intercelular de las hojas de Beta vulgaris infectadas con virus y no a partir de un extracto de la planta total.;;;España;SI;NO;NO;;;;;NO;NO;NO;;SI;
Valladolid;Ptroteina inactivadora de ribosomas denominada Nigrina B basica de la planta Sambucus nigra, procedimiento para su obtención y preparación;ES19960002245 19961007 ;Patente;Tomás Girbés Juan, Fernando Martínez de Benito, Rosario Iglesias Alvarez, Lucía Cítores González, José Miguel Ferreras Rodríguez.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;07/10/1996;NO;SI;ES2125175;NO;"A61K38/46; C07K14/415; C12N9/22; A61K38/43; C07K14/415; C12N9/22; (IPC1-7): C12N9/22; A61K38/46; C07K14/415 ";El procedimiento general de obtención comprende unas primeras operaciones de extracción, a partir de la corteza de la planta para obtener un extracto que sea capaz de inhibir la síntesis de proteínas, y purificación del mismo mediante técnicas de cromatografía de intercambio iónico y exclusión molecular.;;;España;SI;NO;NO;;;;;NO;NO;NO;;SI;
Valladolid;Procedimiento para variar las propiedades eléctricas del moco ocular humano y de sustitutos de uso oftálmico;ES19960001215 19960524;Patente;Jose Carlos Pastor Jimeno, Tomás Girbés Juan.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;24/05/1996;NO;SI;ES2127110;NO;"A61K9/08; A61K31/70; A61K9/08; A61K31/70; (IPC1-7): A61K31/70; A61K9/08 ";Se describe un nuevo procedimiento para variar la carga y por lo tanto las propiedades eléctricas del moco ocular humano consistente en variar el contenido de ácido siálico.;;;España;SI;NO;NO;;;;;NO;NO;NO;;SI;
Valladolid;Procedimiento artificial y sus utilizaciones para inducir en plantas de la especie Beta vulgaris, proteinas antivirales inactivadoras de rbosomas, denominadas Beetin 27 y Beetin 29.;ES19960000440 19960216;Patente;Tomás Girbés Juan, Carlos De Torre Minguela, Rosario Iglesias Alvarez, José Miguel Ferreras Rodríguez.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;16/02/1996;NO;SI;ES2119676;NO;"A01N59/00; C07K14/415; A01N59/00; C07K14/415; (IPC1-7): A01N59/00; C07K14/415; A01N37/40; A01N43/653; A01N59/00 ";Procedimiento para inducir de manera artificial la aparición de las proteínas antivirales inactivadoras de ribosomas que denominamos beetin 27 y beetin 29 en las hojas de las plantas de la especie Beta vulgaris consistente en la aplicación tópica por aspersión de una disolución diluida en agua de peróxido de hidrógeno (H2O2) o de ácido salicílico o de compuestos que como consecuencia de su degradación produzcan peróxido de hidrógeno.;;;España;SI;NO;NO;;;;;NO;NO;NO;;SI;
Valladolid;Procedimiento mecánico artificial y sus utilizaciones para inducir en plantas de la especie Beta vulgaris, denominadas beetin 27 y beetin 29.;ES19960000441 19960216 ;Patente;Tomás Girbés Juan, Carlos De Torre Minguela, Rosario Iglesias Alvarez, José Miguel Ferreras Rodríguez.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;16/02/1996;NO;SI;ES2119677;NO;"A01G7/06; C07K14/415; A01G7/06; C07K14/415; (IPC1-7): A01G7/06; C07K14/415 ";Procedimiento para inducir de manera artificial la aparición de las proteínas antivirales inactivadoras de ribosomas que denominamos beetin 27 y beetin 29 en las plantas de la especie Beta vulgaris por corte o por aplicación de un abrasivo.;;;España;SI;NO;NO;;;;;NO;NO;NO;;SI;
Valladolid;Proteínas inactivadoras de ribosomas (RIPS), denominadas beetin 27 y beetin 29, de la planta Beta vulgaris, procedimiento para su obtención y utilización.;ES19960000419 19960205 ;Patente;Tomás Girbés Juan, Carlos De Torre Minguela, Rosario Iglesias Alvarez, José Miguel Ferreras Rodríguez, Mª Angeles Rojo Rodríguez.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;05/02/1996;NO;SI;ES2115520;NO;"A61K38/46; C07K14/415; C12N9/22; A61K38/43; C07K14/415; C12N9/22; (IPC1-7): C12N9/22; A61K38/46; C07K14/415";Comprende unas primeras operaciones de extracción de las hojas de la planta con una solución acuosa a base de cloruro sódico y fosfato monosódico para obtener un extracto que sea capaz de inhibir síntesis de proteínas y purificación del mismo mediante técnicas de cormatografía de intercambio iónico, exclusión molecular y cromatografía de fase reversa.;;;España;SI;NO;NO;;;;;NO;NO;NO;;SI;
Valladolid;Proteína inactivadora de ribosomas, denominada nigrina f, de la planta de Sambucus nigra L., procedimiento para su obtención y preparación.;ES19950001641 19950801 ;Patente;Tomás Girbés Juan, Lucía Cítores González, Fernando Martínez de Benito, Rosario Iglesias Alvarez, José Miguel Ferreras Rodríguez.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;01/08/1995;NO;SI;ES2104510;NO;"A61K38/46; C07K14/415; C12N9/22; A61K38/43; C07K14/415; C12N9/22; (IPC1-7): C12N9/22; A61K38/46; C07K14/415";Comprende el aislamiento de los mismos frutos de Sambucus nigra L., incluyendo una primera operación de extracción con una solución acuosa a base de cloruro sódico y fosfato monosódico para obtener un extracto que sea capaz de inhibir la síntesis de proteínas, seguido de purificación del mismo mediante técnicas de cromatografía de afinidad, exclusión molecular e intercambio iónico.;;;España;SI;NO;NO;;;;;NO;NO;NO;;SI;
Valladolid;Cámara climática para medida y control de humedad por debajo de 0ºC y por encima de 100ºC;ES19950001134 19950601;Patente;Gregorio Antolin Giraldo, Roberto García de Miguel, Eloy Velasco Gómez, Rubén Trusta Mata, Ramiro Zapico.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;01/06/1995;NO;SI;ES2100126;NO;"B01L1/00; G01N27/416; B01L1/00; G01N27/416; (IPC1-7): G01N27/416; B01L1/00";Inclusión de una célula de óxido de zirconio en una cámara climática convencional, para la medición indirecta del contenido en agua (humedad) en el ambiente artifical del interior de la cámara.;;;España;SI;NO;NO;;;;;NO;NO;NO;;SI;
Valladolid;Proteinas inactivadoras de ribosomas, denominadas nigrina I1 y nigrina I2, de la planta Sambucus Nigra L., procedimiento para su obtención y preparación.;ES19950001053 19950524;Patente;Tomás Girbés Juan, Lucía Cítores González, Fernando Martínez de Benito, Rosario Iglesias Alvarez, José Miguel Ferreras Rodríguez.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;24/05/1995;NO;SI;ES2098190;NO;"A61K38/46; C07K14/415; C12N9/22; A61K38/43; C07K14/415; C12N9/22; (IPC1-7): C12N9/22; A61K38/46; C07K14/415 ";Comprende el aislamiento de los mismos brotes de Sambucus nigra L. de la presente invención comprende el aislamiento de los mismos brotes de Sambucus nigra L., incluyendo una primera operación de extracción con una solución acuosa a base de cloruro sódico y fosfato monosódico.;;;España;SI;NO;NO;;;;;NO;NO;NO;;SI;
Valladolid;Sistema de oxidación supercrítica mediante carcasa de pared refrigerada;ES19950000388 19950228;Patente;Mª José Cocero Alonso, Rafael González Calvo, Fernando Fernández-Polanco, José Luis Soria García.;"UNIVERSIDAD DE VALLADOLID
EMGRISA";"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;28/02/1995;NO;SI;ES2108627;NO;"B01J19/24; C02F1/72; C02F1/74; B01J19/24; C02F1/72; C02F1/74; (IPC1-7): C02F1/74; B01J19/24; C02F1/72 ";En procesos de oxidación a presión elevada proporciona unos reactores de menor coste, ya que no es necesario que su carcasa presurizada soporte el ambiente de oxidación y por encontrarse esta carcasa a menor temperatura que la del proceso de oxidación.;;;España;SI;NO;NO;;;;;NO;NO;NO;;SI;
Valladolid;Procedimiento artificial para inducir en la planta Beta vulgaris sacc. (remolacha azucarera), proteínas relacionadas con la patogénesis.;ES19950000290 19950201 ;Patente;Tomás Girbés Juan, Mª Angeles Rojo Rodríguez, Mercedes López Carbajales.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;01/02/1995;NO;SI;ES2099030 ;NO;"A01N59/00; A01N59/00; (IPC1-7): A01N59/00; A01N37/40; A01N43/653; A01N59/00 ";Procedimiento para inducir de manera artificial la aparición entre otras, de actividades enzimáticas glucanasas y quitinasas en las hojas de las plantas, en particular de la remolacha azucarera (Beta vulgaris).;;;España;SI;NO;NO;;;;;NO;NO;NO;;SI;
Valladolid;Proteínas inactivadoras de ribosomas, denominadas Alfa-Ebulitina, Beta-Ebilitina, de la planta Sambucus Ubulus, L., procedimiento para su obtención y su utilización.;ES19950000030 19941227 ;Patente;Tomás Girbés Juan.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;27/12/1994;NO;SI;ES2095187;NO;"A61K38/46; C07K14/415; C07K14/42; C12N9/22; A61K38/43; C07K14/415; C12N9/22; (IPC1-7): C12N9/22; A61K38/46; C07K14/415; C07K14/42";El procedimiento comprende el aislamiento de las RIPs de Sambucus ebulus de las hojas de la misma, incluyendo una primera operación de extracción con una solución acuosa a base de cloruro de sodio y fosfato monosódico.;;;España;SI;NO;NO;;;;;NO;NO;NO;;SI;
Valladolid;Control de nivel de oxigeno y agua en los disolventes de extracción supercrítica;ES19940000972 19940503;Patente;Mª José Cocero Alonso, Lourdes Calvo Garrido, Fernando Fernández-Polanco, José Manuel Díez Andrés.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;03/05/1994;NO;SI;ES2109139;NO;"B01D11/00; B01D11/00; (IPC1-7): B01D11/00 ";La ESC aplicada a la obtención de productos de baja o moderada solubilidad, supone el operar con una cantidad elevada de disolvente por unidad de soluto extraído.;;;España;SI;NO;NO;;;;;NO;NO;NO;;SI;
Valladolid;Nuevo material de fórmula CO4NO4 Procedimiento para su preparación y aplicaciones;ES19940000620 19940317 ;Patente;Jesús Martin Gil, Francisco Javier Martin Gil, Miguel José Yacamán.;UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;17/03/1994;NO;SI;ES2095182;NO;"C01B21/082; C01B21/00; (IPC1-7): C01B21/082";El procedimiento comprende el tratamiento térmico de un precursor carbonitrogenado, en presencia de un catalizador adecuado, en atmósferas de nitrógeno y aire, y en el rango de temperaturas entre la temperatura ambiente y 900 ºC.;;;España;SI;NO;NO;;;;;NO;NO;NO;;SI;
Valladolid;Proteínas inactivadoras de ribosomas no tóxicas (RIPs) con dos cadenas, proceso para su preparación y aplicaciones.;ES199303029300408;Patente;"Tomás Girbés Juan, Jose Miguel Ferreras Rodríguez




, Rosario Iglesias Alvarez, Lucía Citores González, Francisco Javier Arias Vallejo, Mª Angeles Rojo Rodríguez, Raquel Muñoz Martinez, Pilar Jiménez López, Fernando Martinez de Benito.";UNIVERSIDAD DE VALLADOLID;"Jose Luis Velasco, 983423265
--
promotores@funge.uva.es 
Fundación General de la Universidad de Valladolid.
Plaza de Santa Cruz, nº 6
47002 Valladolid";SI;02/03/1994;NO;SI;W9400020ES;NO;"C07K15/10; C07K3/02; A61K37/02 ";"Proteínas inactivadoras de ribosomas (rips) con dos cadenas, que son no toxicas en el ambiente extra celular, de origen vegetal, y capaces de interactuar con ácido ribonucleico y causar la inhibición de la biosíntesis de proteínas en sistemas celulares; dichas proteínas están compuestas de dos cadenas a y b, teniendo la cadena a una actividad n-glucosidasa del ácido ribonucleico ribosomial, y la cadena b una actividad lectina, estando ambas cadenas unidas por puentes disulfuros.";;;España;SI;NO;NO;;;;;NO;NO;NO;;SI;
